Interpretation_ID	Reference_ID	NarrativePlace_ID	Anchors_To_Entity_ID	Associated_Agent_ID	Narrative_Role	Spatial_Determination	Spatial_Relation_Type	Spatial_Component_Role	Spatial_Component_Of	Spatial_Component_Order	Confidence	Annotator_ID	Annotation_Date	Annotation_Method	Critical_Note
interp_00408	ref_00350	santo_stefano_del_cacco_celio_santo_stefano	gaz_santo_stefano_del_cacco_celio_santo_stefano	narrator	setting	approximate									
interp_00409	ref_00351	maccheronaro	gaz_maccheronaro	pompeo	projectedspace	relative									
interp_00410	ref_00352	via_del_gesu	gaz_via_del_gesu	pompeo	projectedspace	approximate									
interp_00411	ref_00353	tenenza_carabinieri_marino	gaz_marino	dottor_fumi	projectedspace	relative	inside								
interp_00412	ref_00354	santo_stefano_del_cacco_celio_santo_stefano	gaz_santo_stefano_del_cacco_celio_santo_stefano	pestalozzi	setting	approximate					1.0	lorenzo_sabatino			La “collina molisana” è impiegata come sineddoche spaziale dell’origine sociale del personaggio; lo spazio non è diegeticamente attivo ma funziona come proiezione identitaria e culturale.
interp_00413	ref_00354	santo_stefano_del_cacco_celio_santo_stefano	gaz_santo_stefano_del_cacco_celio_santo_stefano	dottor_fumi	setting	approximate					1.0	lorenzo_sabatino			Luogo generico
interp_00414	ref_00354	santo_stefano_del_cacco_celio_santo_stefano	gaz_santo_stefano_del_cacco_celio_santo_stefano	pompeo	setting	approximate					1.0	lorenzo_sabatino			Aggettivo che evoca lo spazio dei Colli Albani/Castelli Romani
interp_00415	ref_00354	santo_stefano_del_cacco_celio_santo_stefano	gaz_santo_stefano_del_cacco_celio_santo_stefano	maresciallo_di_pietrantonio	setting	approximate					1.0	lorenzo_sabatino			Aggettivo che evoca lo spazio di Tivoli
interp_00416	ref_00354	santo_stefano_del_cacco_celio_santo_stefano	gaz_santo_stefano_del_cacco_celio_santo_stefano	ingravallo	setting	approximate					1.0	lorenzo_sabatino			
interp_00417	ref_00354	santo_stefano_del_cacco_celio_santo_stefano	gaz_santo_stefano_del_cacco_celio_santo_stefano	paolillo	setting	approximate					1.0	lorenzo_sabatino			
interp_00418	ref_00355	frascati	gaz_frascati	narrator	marker	relative					1.0	lorenzo_sabatino			
interp_00419	ref_00356	velletri	gaz_velletri	narrator	marker	relative					1.0	lorenzo_sabatino			
interp_00420	ref_00357	vinchiaturo	gaz_vinchiaturo	ingravallo	projectedspace	relative					1.0	lorenzo_sabatino			
interp_00421	ref_00357	vinchiaturo	gaz_vinchiaturo	santarella	projectedspace	relative									
interp_00422	ref_00358	ovindoli	gaz_ovindoli	ingravallo	projectedspace	relative					1.0	lorenzo_sabatino			
interp_00423	ref_00358	ovindoli	gaz_ovindoli	santarella	projectedspace	relative					0.8	lorenzo_sabatino			"Monteleone, probabilmente Monteleone sabino, indicato come luogo d'origine d'una delle ""nipotine"" al servizio dei Balducci"
interp_00424	ref_00359	laboratorio_zamira	gaz_due_santi	maresciallo_di_pietrantonio	projectedspace	indeterminate	inside				1.0	lorenzo_sabatino			Anzio si collona nel territorio costiero del Castelli Romani
interp_00425	ref_00359	laboratorio_zamira	gaz_due_santi	pompeo	projectedspace	indeterminate	inside								Area paesaggistica vaga e analogica, delimitata dal Tevere e costruita per accumulo descrittivo (castelli, vigne, colli, monti, piane), contrapposta alla città di Roma; spazio percepito e mitizzato da Liliana Balducci. Il Tevere funziona come barriera idrografica e simbolica di separazione tra spazio urbano e spazio campestre, più che come luogo in sé.
interp_00426	ref_00360	marino	gaz_marino	zamira_pacori	projectedspace	relative									Tevere e Biferno sono impiegati come sineddoche spaziale dei tratti diatopici della lingua di Ingravallo
interp_00427	ref_00361	albano_laziale	gaz_albano_laziale	zamira_pacori	projectedspace	relative					1.0	lorenzo_sabatino	2026-04-08 00:00:00		
interp_00428	ref_00362	castel_gandolfo	gaz_castel_gandolfo	zamira_pacori	projectedspace	relative					0.5	lorenzo_sabatino	2026-04-08 00:00:00		
interp_00429	ref_00363	ariccia	gaz_ariccia	zamira_pacori	projectedspace	relative									
interp_00430	ref_00364	ditta_ciurlani	gaz_marino	zamira_pacori	projectedspace	relative	inside								
interp_00431	ref_00365	marino	gaz_marino	pestalozzi	projectedspace	relative									
interp_00432	ref_00366	due_santi	gaz_due_santi	zamira_pacori	projectedspace	relative									
interp_00433	ref_00367	tenenza_carabinieri_marino	gaz_marino	pestalozzi	setting	approximate	inside								
interp_00434	ref_00367	tenenza_carabinieri_marino	gaz_marino	santarella	setting	approximate	inside								
interp_00435	ref_00368	tenenza_carabinieri_marino	gaz_marino	narrator	setting	approximate	inside								
interp_00436	ref_00369	torraccio	gaz_torraccio	ines_cionini	projectedspace	relative									
interp_00437	ref_00370	via_appia	gaz_via_appia	ines_cionini	projectedspace	relative									
interp_00438	ref_00371	frattocchie	gaz_frattocchie	ines_cionini	projectedspace	approximate									
interp_00439	ref_00372	san_giovanni	gaz_san_giovanni	ines_cionini	projectedspace	approximate									
interp_00440	ref_00373	santo_stefano_rotondo	gaz_santo_stefano_rotondo	ines_cionini	projectedspace	approximate									
interp_00441	ref_00374	piazza_vittorio_emanuele	gaz_piazza_vittorio_emanuele	ines_cionini	projectedspace	approximate									
interp_00442	ref_00375	san_giovanni	gaz_san_giovanni	brigatiere_juppariello	marker	relative									
interp_00443	ref_00376	torraccio	gaz_torraccio	ines_cionini	projectedspace	approximate									
interp_00444	ref_00377	san_giovanni	gaz_san_giovanni	brigatiere_juppariello	marker	relative									
interp_00445	ref_00378	santo_stefano_del_cacco_celio_santo_stefano	gaz_santo_stefano_del_cacco_celio_santo_stefano	ines_cionini	setting	approximate									
interp_00446	ref_00378	santo_stefano_del_cacco_celio_santo_stefano	gaz_santo_stefano_del_cacco_celio_santo_stefano	pollarola	setting	approximate									
interp_00447	ref_00378	santo_stefano_del_cacco_celio_santo_stefano	gaz_santo_stefano_del_cacco_celio_santo_stefano	scarpara	setting	approximate									
interp_00448	ref_00379	due_santi	gaz_due_santi	ines_cionini	projectedspace	relative									
interp_00449	ref_00380	frattocchie	gaz_frattocchie	ines_cionini	projectedspace	relative									
interp_00450	ref_00381	santo_stefano_del_cacco_celio_santo_stefano	gaz_santo_stefano_del_cacco_celio_santo_stefano	paolillo	setting	approximate									
interp_00451	ref_00382	regina_coeli	gaz_regina_coeli	ines_cionini	projectedspace	approximate									
interp_00452	ref_00383	marino	gaz_marino	zamira_pacori	projectedspace	relative									
interp_00453	ref_00384	ariccia	gaz_ariccia	zamira_pacori	projectedspace	relative									
interp_00454	ref_00385	due_santi	gaz_due_santi	zamira_pacori	setting	relative									
interp_00455	ref_00386	via_appia	gaz_via_appia	zamira_pacori	setting	relative									
interp_00456	ref_00387	due_santi	gaz_due_santi	zamira_pacori	setting	relative									
interp_00457	ref_00388	due_santi	gaz_due_santi	zamira_pacori	setting	relative									
interp_00458	ref_00389	marino	gaz_marino	zamira_pacori	projectedspace	relative									
interp_00459	ref_00390	ariccia	gaz_ariccia	zamira_pacori	projectedspace	relative									
interp_00460	ref_00391	due_santi	gaz_due_santi	zamira_pacori	setting	relative									
interp_00461	ref_00392	laboratorio_zamira	gaz_due_santi	zamira_pacori	setting	precise	inside								
interp_00462	ref_00393	via_appia	gaz_via_appia	zamira_pacori	setting	approximate									
interp_00463	ref_00394	laboratorio_zamira	gaz_due_santi	zamira_pacori	setting	precise	inside								
interp_00464	ref_00395	via_appia	gaz_via_appia	zamira_pacori	setting	approximate									
interp_00465	ref_00396	via_appia	gaz_via_appia	nipotine_zamira	projectedspace	relative									
interp_00466	ref_00397	via_ardeatina	gaz_via_ardeatina	nipotine_zamira	projectedspace	relative									
interp_00467	ref_00398	via_anziate	gaz_via_anziate	nipotine_zamira	projectedspace	relative									
interp_00468	ref_00399	laboratorio_zamira	gaz_due_santi	narrator	setting	approximate	inside								
interp_00469	ref_00400	tenenza_carabinieri_marino	gaz_marino	santarella	setting	approximate	inside								
interp_00470	ref_00401	torraccio	gaz_torraccio	santarella				routenode	tragitto_torraccio_ponte_divino_amore	1					
interp_00471	ref_00402	frattocchie	gaz_frattocchie	santarella				routenode	tragitto_torraccio_ponte_divino_amore	2					
interp_00472	ref_00403	robine_vecchie	gaz_frattocchie	santarella			near	routenode	tragitto_torraccio_ponte_divino_amore	3	0.5				
interp_00473	ref_00403	robine_vecchie	gaz_due_santi	santarella			near	routenode	tragitto_torraccio_ponte_divino_amore	3	0.5				
interp_00474	ref_00404	cassero	gaz_frattocchie	santarella			near	routenode	tragitto_torraccio_ponte_divino_amore	4	0.5				Possibile referente: Castello della Castelluccia, circa 41.7443, 12.6165
interp_00475	ref_00404	cassero	gaz_pavona	santarella			near	routenode	tragitto_torraccio_ponte_divino_amore	4	0.5				Possibile referente: Castello della Castelluccia, circa 41.7443, 12.6165
interp_00476	ref_00405	ponte_divino_amore	gaz_ponte_divino_amore	santarella				routenode	tragitto_torraccio_ponte_divino_amore	5					
interp_00477	ref_00406	tragitto_torraccio_ponte_divino_amore		santarella	route	approximate									
interp_00478	ref_00407	milano	gaz_milano	santarella	projectedspace	indeterminate									
interp_00479	ref_00408	milano	gaz_milano	santarella	projectedspace	indeterminate									
interp_00480	ref_00409	via_zanardelli	gaz_via_zanardelli	santarella	marker	approximate									
interp_00481	ref_00410	due_santi	gaz_due_santi	zamira_pacori	setting	relative									
interp_00482	ref_00411	tenenza_carabinieri_marino	gaz_marino	santarella	setting	approximate	inside								
interp_00483	ref_00412	rocca_di_papa	gaz_rocca_di_papa	santarella				routenode	tragitto_rocca_di_papa_monte_nuncupale	1					
interp_00484	ref_00413	castel_savello	gaz_castel_savello	santarella				routenode	tragitto_rocca_di_papa_monte_nuncupale	2	0.75				
interp_00485	ref_00414	rocca_orsina	gaz_rocca_orsina	santarella				routenode	tragitto_rocca_di_papa_monte_nuncupale	3					
interp_00486	ref_00415	monte_nuncupale	gaz_colli_albani	santarella				routenode	tragitto_rocca_di_papa_monte_nuncupale	4					
interp_00487	ref_00416	tragitto_rocca_di_papa_monte_nuncupale		santarella	route	relative									
interp_00488	ref_00417	tenenza_carabinieri_marino	gaz_marino	santarella	setting	relative	inside								
interp_00489	ref_00418	via_ardeatina	gaz_via_ardeatina	santarella	marker	relative									
interp_00490	ref_00419	via_appia	gaz_via_appia	santarella	setting	relative									
interp_00491	ref_00420	cecchina	gaz_cecchina	santarella				routenode	tragitto_cecchina_anziate	1					
interp_00492	ref_00421	santa_palomba	gaz_santa_palomba	santarella				routenode	tragitto_cecchina_anziate	2					
interp_00493	ref_00422	campoleone	gaz_campoleone	santarella				routenode	tragitto_cecchina_anziate	3					
interp_00494	ref_00423	via_ardeatina	gaz_via_ardeatina	santarella				routenode	tragitto_cecchina_anziate	4					
interp_00495	ref_00424	via_anziate	gaz_via_anziate	santarella				routenode	tragitto_cecchina_anziate	5					
interp_00496	ref_00425	tragitto_cecchina_anziate		santarella	route	precise									
interp_00497	ref_00426	frattocchie	gaz_frattocchie	santarella				routenode	tragitto_frattocchie_ciampino	1					
interp_00498	ref_00427	via_appia	gaz_via_appia	santarella				routenode	tragitto_frattocchie_ciampino	2					
interp_00499	ref_00428	ca_francesi	gaz_ca_francesi	santarella				routenode	tragitto_frattocchie_ciampino	3					
interp_00500	ref_00429	tor_ser_paolo	gaz_tor_ser_paolo	santarella				routenode	tragitto_frattocchie_ciampino	4					
interp_00501	ref_00430	ciampino	gaz_ciampino	santarella				routenode	tragitto_frattocchie_ciampino	5					
interp_00502	ref_00431	tragitto_frattocchie_ciampino		santarella	route	precise									
interp_00503	ref_00432	ciampino	gaz_ciampino	santarella	marker	approximate									
interp_00504	ref_00433	santa_palomba	gaz_santa_palomba	santarella	marker	approximate									
interp_00505	ref_00434	colli_saluberrimi	gaz_colli_albani	pestalozzi	projectedspace	relative	overlaps								
interp_00506	ref_00435	palazzo_simonetti	gaz_via_lanza	ingravallo	marker	precise	inside								
interp_00507	ref_00436	via_lanza	gaz_via_lanza	ingravallo	marker	precise									
interp_00508	ref_00437	palazzo_del_mappamondo	gaz_palazzo_venezia	mussolini	projectedspace	relative									
interp_00509	ref_00438	tenenza_carabinieri_marino	gaz_marino	pestalozzi	setting	approximate	inside								
interp_00510	ref_00439	via_del_gesu	gaz_via_del_gesu	pestalozzi	marker	approximate									
interp_00511	ref_00439	via_del_gesu	gaz_via_del_gesu	pompeo	marker	approximate									
interp_00512	ref_00440	maccheronaro	gaz_via_del_gesu	pestalozzi	marker	approximate	inside								
interp_00513	ref_00440	maccheronaro	gaz_via_del_gesu	pompeo	marker	approximate	inside								
interp_00514	ref_00441	santo_stefano_del_cacco_celio_santo_stefano	gaz_santo_stefano_del_cacco_celio_santo_stefano	pompeo	projectedspace	approximate									
interp_00515	ref_00442	laboratorio_zamira	gaz_due_santi	ines_cionini	projectedspace	relative	inside								
interp_00516	ref_00442	laboratorio_zamira	gaz_due_santi	camilla_mattonari	projectedspace	relative	inside								
interp_00517	ref_00443	santo_stefano_rotondo	gaz_santo_stefano_rotondo	ines_cionini	projectedspace	indeterminate									
interp_00518	ref_00443	santo_stefano_rotondo	gaz_santo_stefano_rotondo	virginia_troddu	projectedspace	indeterminate									
interp_00519	ref_00444	strada_di_campagna_celio	gaz_celio	ines_cionini	projectedspace	relative	inside								
interp_00520	ref_00444	strada_di_campagna_celio	gaz_celio	virginia_troddu	projectedspace	relative	inside								
interp_00521	ref_00445	via_di_san_paolo_della_croce	gaz_via_di_san_paolo_della_croce	ines_cionini	projectedspace	relative									
interp_00522	ref_00445	via_di_san_paolo_della_croce	gaz_via_di_san_paolo_della_croce	virginia_troddu	projectedspace	relative									
interp_00523	ref_00446	via_della_navicella	gaz_via_della_navicella	ines_cionini	projectedspace	relative									
interp_00524	ref_00446	via_della_navicella	gaz_via_della_navicella	virginia_troddu	projectedspace	relative									
interp_00525	ref_00447	via_di_santo_stefano_rotondo	gaz_via_di_santo_stefano_rotondo	ines_cionini	projectedspace	relative									
interp_00526	ref_00447	via_di_santo_stefano_rotondo	gaz_via_di_santo_stefano_rotondo	virginia_troddu	projectedspace	relative									
interp_00527	ref_00448	villa_celimontana	gaz_santa_maria_in_domnica	ines_cionini	projectedspace	relative	adjacentTo								
interp_00528	ref_00448	villa_celimontana	gaz_santa_maria_in_domnica	virginia_troddu	projectedspace	relative	adjacentTo								
interp_00529	ref_00449	santa_maria_in_domnica	gaz_santa_maria_in_domnica	ines_cionini	projectedspace	relative									
interp_00530	ref_00449	santa_maria_in_domnica	gaz_santa_maria_in_domnica	virginia_troddu	projectedspace	relative									
interp_00531	ref_00450	tempio_di_agrippa	gaz_tempio_di_agrippa	ines_cionini	projectedspace	indeterminate									
interp_00532	ref_00450	tempio_di_agrippa	gaz_tempio_di_agrippa	virginia_troddu	projectedspace	indeterminate									
interp_00533	ref_00451	santo_stefano_rotondo	gaz_santo_stefano_rotondo	ines_cionini	projectedspace	precise									
interp_00534	ref_00451	santo_stefano_rotondo	gaz_santo_stefano_rotondo	virginia_troddu	projectedspace	precise									
interp_00535	ref_00452	due_santi	gaz_due_santi	ines_cionini	projectedspace	relative									
interp_00536	ref_00453	traforo	gaz_traforo	ines_cionini	projectedspace	approximate									
interp_00537	ref_00453	traforo	gaz_traforo	diomede	projectedspace	approximate									
interp_00538	ref_00454	monti	gaz_monti	diomede				routenode	tragitto_monti_piazza_esedra	1					
interp_00539	ref_00455	trastevere	gaz_trastevere	diomede				routenode	tragitto_monti_piazza_esedra	2					
interp_00540	ref_00456	piazza_colonna	gaz_piazza_colonna	diomede				routenode	tragitto_monti_piazza_esedra	3					
interp_00541	ref_00457	piazza_esedra	gaz_piazza_esedra	diomede				routenode	tragitto_monti_piazza_esedra	4					
interp_00542	ref_00458	tragitto_monti_piazza_esedra		diomede	route	approximate									
interp_00543	ref_00459	via_veneto	gaz_via_veneto	diomede	projectedspace	approximate									
interp_00544	ref_00460	via_ludovisi	gaz_via_ludovisi	diomede	projectedspace	approximate									
interp_00545	ref_00461	publicii_clivio_de	gaz_rocca_savella	diomede	projectedspace	approximate	inside								
interp_00546	ref_00461	publicii_clivio_de	gaz_rocca_savella	ines_cionini	projectedspace	approximate	inside								
interp_00547	ref_00462	rocca_savella	gaz_rocca_savella	diomede	projectedspace	approximate									
interp_00548	ref_00462	rocca_savella	gaz_rocca_savella	ines_cionini	projectedspace	approximate									
interp_00549	ref_00463	prati	gaz_prati	ines_cionini	projectedspace	indeterminate									
interp_00550	ref_00464	via_boncompagni	gaz_via_boncompagni	americana_inglese	projectedspace	relative									
interp_00551	ref_00465	via_veneto	gaz_via_veneto	americana_inglese	projectedspace	relative									
interp_00552	ref_00466	pensione_burgess	gaz_porta_pinciana	americana_inglese	projectedspace	relative	adjacentTo								
interp_00553	ref_00467	pensione_burgess	gaz_porta_pinciana	pompeo	projectedspace	relative	adjacentTo								
interp_00554	ref_00468	via_veneto	gaz_via_veneto	pompeo	projectedspace	approximate									
interp_00555	ref_00469	palazzo_della_immacolatella	gaz_molo_beverello	americana_inglese	projectedspace	relative	adjacentTo								
interp_00556	ref_00470	molo_beverello	gaz_molo_beverello	americana_inglese	projectedspace	relative									
interp_00557	ref_00471	basilica_dei_frari	gaz_basilica_dei_frari	dottor_fumi	projectedspace	approximate									
interp_00558	ref_00472	calabria	gaz_calabria	ingravallo	projectedspace	relative									
interp_00559	ref_00473	sardegna	gaz_sardegna	ingravallo	projectedspace	relative									
interp_00560	ref_00474	monte_circeo	gaz_monte_circeo	ingravallo	projectedspace	relative									
interp_00561	ref_00475	reggio_calabria	gaz_reggio_calabria	ingravallo	projectedspace	relative									
interp_00562	ref_00476	sassari	gaz_sassari	ingravallo	projectedspace	relative									
interp_00563	ref_00477	civitavecchia	gaz_civitavecchia	ingravallo	projectedspace	relative									
interp_00564	ref_00478	tor_ser_paolo	gaz_tor_ser_paolo	ines_cionini	projectedspace	relative									
interp_00565	ref_00478	tor_ser_paolo	gaz_tor_ser_paolo	diomede	projectedspace	relative									
interp_00566	ref_00479	casa_del_butiro	gaz_due_santi	ines_cionini	projectedspace	relative	inside								
interp_00567	ref_00479	casa_del_butiro	gaz_due_santi	diomede	projectedspace	relative	inside								
interp_00568	ref_00480	due_santi	gaz_due_santi	diomede	projectedspace	approximate									
interp_00569	ref_00480	due_santi	gaz_due_santi	pestalozzi	projectedspace	approximate									
interp_00570	ref_00481	termini	gaz_termini	contessa_veneziana	projectedspace	indeterminate									
interp_00571	ref_00481	termini	gaz_termini	diomede	projectedspace	indeterminate									
interp_00572	ref_00482	piazza_vittorio_emanuele	gaz_piazza_vittorio_emanuele	contessa_veneziana	projectedspace	indeterminate									
interp_00573	ref_00482	piazza_vittorio_emanuele	gaz_piazza_vittorio_emanuele	diomede	projectedspace	indeterminate									
interp_00574	ref_00483	via_merulana	gaz_via_merulana	contessa_veneziana	projectedspace	indeterminate									
interp_00575	ref_00483	via_merulana	gaz_via_merulana	diomede	projectedspace	indeterminate									
interp_00576	ref_00484	piazza_san_giovanni	gaz_piazza_san_giovanni	contessa_veneziana	projectedspace	indeterminate									
interp_00577	ref_00484	piazza_san_giovanni	gaz_piazza_san_giovanni	diomede	projectedspace	indeterminate									
interp_00578	ref_00485	piccarozzi	gaz_galleria_colonna	diomede	projectedspace	relative	inside								
interp_00579	ref_00486	acqua_pia_antica_marcia	gaz_acqua_pia_antica_marcia	diomede	projectedspace	approximate									
interp_00580	ref_00487	fontanella_di_borghese	gaz_fontanella_di_borghese	diomede	projectedspace	approximate									
interp_00581	ref_00488	bottaro	gaz_ripetta	diomede	projectedspace	relative	inside								
interp_00582	ref_00489	ripetta	gaz_ripetta	diomede	projectedspace	approximate									
interp_00583	ref_00490	quattro_cantoni	gaz_quattro_cantoni	diomede	projectedspace	approximate									
interp_00584	ref_00491	aliciaro	gaz_quattro_cantoni	diomede	projectedspace	relative	inside								
interp_00585	ref_00491	aliciaro	gaz_san_carlo_alle_quattro_fontane	diomede	projectedspace	relative	adjacentTo								
interp_00586	ref_00492	san_carlo_alle_quattro_fontane	gaz_san_carlo_alle_quattro_fontane	diomede	projectedspace	approximate									
interp_00587	ref_00493	vite	gaz_via_della_vite	diomede	projectedspace	relative	inside								
interp_00588	ref_00494	buco_a_santignazio	gaz_buco_a_santignazio	diomede	projectedspace	relative									
interp_00589	ref_00495	villa_borghese	gaz_villa_borghese	diomede	projectedspace	relative									
interp_00590	ref_00496	via_veneto	gaz_via_veneto	diomede	projectedspace	approximate									
interp_00591	ref_00497	porta_pinciana	gaz_porta_pinciana	diomede	projectedspace	approximate									
interp_00592	ref_00498	porta_pinciana	gaz_porta_pinciana	diomede	projectedspace	approximate									
interp_00593	ref_00499	villa_borghese	gaz_villa_borghese	diomede	projectedspace	relative									
interp_00594	ref_00500	pincio	gaz_pincio	diomede	projectedspace	approximate									
interp_00595	ref_00501	bottaro	gaz_bottaro	diomede	projectedspace	relative									
interp_00596	ref_00502	via_panisperna	gaz_via_panisperna	diomede	projectedspace	approximate									
interp_00597	ref_00503	palazzo_219	gaz_via_merulana	ascanio_lanciani	projectedspace	relative	inside								
interp_00598	ref_00504	piazza_vittorio_emanuele	gaz_piazza_vittorio_emanuele	ascanio_lanciani	projectedspace	approximate									
interp_00599	ref_00504	piazza_vittorio_emanuele	gaz_piazza_vittorio_emanuele	ines_cionini	projectedspace	approximate									
interp_00600	ref_00505	santa_maria_maggiore	gaz_santa_maria_maggiore	ascanio_lanciani	projectedspace	approximate									
interp_00601	ref_00505	santa_maria_maggiore	gaz_santa_maria_maggiore	ines_cionini	projectedspace	approximate									
interp_00602	ref_00506	piazza_vittorio_emanuele	gaz_piazza_vittorio_emanuele	ascanio_lanciani	projectedspace	approximate									
interp_00603	ref_00507	tenenza_carabinieri_marino	gaz_marino	pestalozzi			inside	routenode	tragitto_marino_due_santi	1					
interp_00604	ref_00508	laboratorio_zamira	gaz_due_santi	pestalozzi			inside	routenode	tragitto_marino_due_santi	2					
interp_00605	ref_00509	tragitto_marino_due_santi		pestalozzi	route	relative									
interp_00606	ref_00510	laboratorio_zamira		pestalozzi	projectedspace	approximate	inside								
interp_00607	ref_00510	laboratorio_zamira		santarella	projectedspace	approximate	inside								
interp_00608	ref_00511	casuccia_zamira	gaz_due_santi	pestalozzi	projectedspace	approximate	inside								
interp_00609	ref_00511	casuccia_zamira	gaz_due_santi	santarella	projectedspace	approximate	inside								
interp_00610	ref_00512	santa_margherita_in_abitacolo	gaz_santa_margherita_in_abitacolo	santarella	projectedspace	approximate									
interp_00611	ref_00512	santa_margherita_in_abitacolo	gaz_santa_margherita_in_abitacolo	clelia_farcioni	projectedspace	approximate									Giorgio Pinotti identifica esplicitamente la sequenza: «è stata Clelia Farcioni a fare la spia col maresciallo Santarella» nell’incontro di Santa Margherita in Abitacolo. Giorgio Pinotti, “Liliana Balducci e il suo boja?”, (Edinburgh Journal of Gadda Studies)
interp_00612	ref_00513	ditta_ciurlani	gaz_marino	zamira_pacori	projectedspace	relative	inside								
interp_00613	ref_00514	laboratorio_zamira	gaz_due_santi	nipotine_zamira	projectedspace	approximate	inside								
interp_00614	ref_00514	laboratorio_zamira	gaz_due_santi	zamira_pacori	projectedspace	approximate	inside								
interp_00615	ref_00514	laboratorio_zamira	gaz_due_santi	santarella	projectedspace	approximate	inside								
interp_00616	ref_00514	laboratorio_zamira	gaz_due_santi	pestalozzi	projectedspace	approximate	inside								
interp_00617	ref_00515	tenenza_carabinieri_marino	gaz_marino	pestalozzi			inside	routenode	tragitto_tenenza_due_santi	1					
interp_00618	ref_00515	tenenza_carabinieri_marino	gaz_marino	cocullo			inside	routenode	tragitto_tenenza_due_santi	1					
interp_00619	ref_00516	porta_borgo_marino	gaz_marino	pestalozzi			inside	routenode	tragitto_tenenza_due_santi	2					
interp_00620	ref_00516	porta_borgo_marino	gaz_marino	cocullo	marker	approximate	inside	routenode	tragitto_tenenza_due_santi	2					
interp_00621	ref_00517	via_appia	gaz_via_appia	pestalozzi	marker	approximate		routenode	tragitto_tenenza_due_santi	3					
interp_00622	ref_00517	via_appia	gaz_via_appia	cocullo	marker	approximate		routenode	tragitto_tenenza_due_santi	3					
interp_00623	ref_00518	monte_algido	gaz_monte_algido	pestalozzi	marker	precise									
interp_00624	ref_00519	monti_carseolani	gaz_monti_carseolani	pestalozzi	marker	precise									
interp_00625	ref_00520	monte_velino	gaz_monte_velino	pestalozzi	marker	precise									
interp_00626	ref_00521	monte_soratte	gaz_monte_soratte	pestalozzi	marker	precise									
interp_00627	ref_00522	carsoli	gaz_carsoli	pestalozzi	marker	approximate									
interp_00628	ref_00523	tivoli	gaz_tivoli	pestalozzi	marker	approximate									
interp_00629	ref_00524	montagne_degli_equi	gaz_monti_carseolani	pestalozzi	marker	relative	overlaps				0.7				
interp_00630	ref_00525	monte_velino	gaz_monte_velino	pestalozzi	marker	approximate									
interp_00631	ref_00526	marsica	gaz_marsica	pestalozzi	marker	approximate									
interp_00632	ref_00527	litorale_fiumicino	gaz_fiumicino	pestalozzi	marker	approximate	inside								
interp_00633	ref_00528	litorale_ladispoli	gaz_ladispoli	pestalozzi	marker	approximate	inside								
interp_00634	ref_00529	fontana_di_papa	gaz_fontana_di_papa	pestalozzi				routenode	tragitto_tenenza_due_santi	4					"Emilio Manzotti, nel commento analitico all’VIII capitolo, annota esplicitamente:
«verso la Fontana»: le poche case di Fontana di Papa, sull’Anziatina, a una decina di chilometri dalle Frattocchie verso sud.
Manzotti ricava l’identificazione dalla guida del Touring Italia centrale I, p. 561, una delle fonti topografiche impiegate da Gadda. Emilio Manzotti, «Era l’alba, e più», nota al rigo 135 (EJGS)"
interp_00635	ref_00529	fontana_di_papa	gaz_fontana_di_papa	cocullo				routenode	tragitto_tenenza_due_santi	4					
interp_00636	ref_00530	porta_san_paolo	gaz_porta_san_paolo	pestalozzi	marker	approximate									
interp_00637	ref_00531	cupola_san_pietro	gaz_piazza_san_pietro	pestalozzi	marker	relative	inside								
interp_00638	ref_00532	acquedotto_claudio	gaz_acquedotto_claudio	pestalozzi	marker	approximate									
interp_00639	ref_00533	due_santi	gaz_due_santi	pestalozzi	projectedspace	approximate									
interp_00640	ref_00533	due_santi	gaz_due_santi	cocullo	projectedspace	approximate									
interp_00641	ref_00534	casal_bruciato	gaz_casal_bruciato	pestalozzi	projectedspace	indeterminate									
interp_00642	ref_00535	direttissima_roma_napoli	gaz_direttissima_roma_napoli	pestalozzi	projectedspace	indeterminate									
interp_00643	ref_00536	campo_morto	gaz_campo_morto	pestalozzi	projectedspace	indeterminate									
interp_00644	ref_00537	monte_circeo	gaz_monte_circeo	pestalozzi	projectedspace	indeterminate									
interp_00645	ref_00538	castel_porcano	gaz_castel_porziano	pestalozzi	projectedspace	indeterminate	overlaps								
interp_00646	ref_00539	castel_porcano	gaz_castel_porziano	pestalozzi	projectedspace	indeterminate	overlaps								
interp_00647	ref_00540	due_santi	gaz_due_santi	pestalozzi	projectedspace	approximate									
interp_00648	ref_00540	due_santi	gaz_due_santi	cocullo	projectedspace	approximate									
interp_00649	ref_00541	monti_ernici	gaz_monti_ernici	pestalozzi	marker	relative									
interp_00650	ref_00542	monti_simbruini	gaz_monti_simbruini	pestalozzi	marker	relative									
interp_00651	ref_00543	due_santi	gaz_due_santi	pestalozzi				routenode	tragitto_tenenza_due_santi	5					
interp_00652	ref_00543	due_santi	gaz_due_santi	cocullo				routenode	tragitto_tenenza_due_santi	5					
interp_00653	ref_00544	tragitto_tenenza_due_santi		pestalozzi	route	approximate									
interp_00654	ref_00544	tragitto_tenenza_due_santi		cocullo	route	approximate									
interp_00655	ref_00545	via_appia	gaz_via_appia	narrator	marker	relative									
interp_00656	ref_00546	albano_laziale	gaz_albano_laziale	narrator	marker	relative									
interp_00657	ref_00547	laboratorio_zamira	gaz_due_santi	narrator	setting	precise	inside								
